Society,Marla,Bedrooms,Bathrooms,Garage,Terrace,Kitchens,Drawing Rooms,Age (years),Condition (1-5),Price (PKR),Society_Encoded
Revenue Society,5,3,2,1,1,1,1,9,1,10427850,39
Revenue Society,10,3,2,2,2,2,1,29,2,19146764,39
Revenue Society,10,5,4,1,0,1,1,19,3,17433006,39
Revenue Society,3,2,1,0,0,1,0,18,1,5752755,39
Revenue Society,10,6,6,1,0,3,1,16,2,20192207,39
Revenue Society,3,3,2,0,0,1,0,4,5,6329946,39
Revenue Society,3,3,3,0,0,1,0,23,1,5546037,39
Revenue Society,5,4,3,1,1,3,1,15,2,10537988,39
Revenue Society,5,4,3,1,0,3,1,15,2,10271289,39
Revenue Society,15,5,5,2,2,2,1,2,3,30740364,39
Revenue Society,10,3,3,1,1,1,1,21,3,18189470,39
Revenue Society,5,4,3,1,0,3,1,20,2,10399897,39
Revenue Society,10,6,6,2,1,3,1,15,1,18885795,39
Revenue Society,5,3,3,1,1,1,1,22,5,11240179,39
Revenue Society,15,7,6,2,1,3,2,9,4,29271305,39
Revenue Society,5,2,2,1,1,1,1,22,5,10584794,39
Revenue Society,3,3,3,0,0,1,0,22,1,6146126,39
Revenue Society,10,4,4,1,1,2,1,0,2,18950175,39
Revenue Society,5,4,3,0,0,1,1,23,5,9134491,39
Revenue Society,7,4,4,2,1,3,1,16,4,14152948,39
Revenue Society,20,5,5,1,1,3,1,11,3,38289780,39
Revenue Society,5,3,2,1,0,1,1,28,4,9004556,39
Revenue Society,7,3,3,1,1,1,1,28,2,13053833,39
Revenue Society,7,3,3,1,1,2,1,14,5,14730180,39
Revenue Society,10,4,3,1,1,3,1,8,3,18581852,39
Revenue Society,5,3,2,0,0,1,1,15,2,8979467,39
Revenue Society,5,3,2,1,0,2,1,24,4,9976197,39
Eden City,7,3,2,2,2,1,1,18,4,12522431,18
Eden City,10,3,3,1,2,2,1,22,1,16208548,18
Eden City,3,3,2,1,0,1,0,28,1,6181122,18
Eden City,5,2,2,1,1,1,1,15,5,9236131,18
Eden City,5,3,2,0,0,1,1,27,5,9033659,18
Eden City,20,6,5,2,1,2,2,7,2,29869614,18
Eden City,20,4,3,2,1,3,1,4,4,31991761,18
Eden City,7,5,4,2,2,3,1,25,5,13819734,18
Eden City,20,7,6,2,1,3,1,4,1,36010583,18
Eden City,10,6,6,1,1,2,1,5,5,18483476,18
Eden City,10,5,5,2,1,2,1,9,3,18348633,18
Eden City,15,6,6,3,2,3,2,13,5,29341743,18
Eden City,5,3,3,0,1,2,1,29,1,9089941,18
Eden City,10,5,5,1,1,1,1,28,1,18149932,18
Eden City,20,6,5,2,2,3,2,2,2,34148565,18
Eden City,10,5,5,1,1,2,1,14,4,18581066,18
Eden City,7,5,4,1,1,2,1,18,1,13202139,18
Eden City,5,2,2,0,0,1,1,26,3,8247779,18
Eden City,10,4,3,1,1,1,1,7,1,17434385,18
Eden City,3,3,3,1,0,2,0,16,1,6579769,18
Eden City,20,5,5,2,2,3,1,21,3,30893887,18
Eden City,10,4,3,2,2,2,1,26,1,18287570,18
Eden City,3,2,1,0,0,1,0,4,5,4899187,18
Eden City,7,4,4,1,2,2,1,29,3,12559798,18
Eden City,10,3,3,1,0,2,1,15,4,16658057,18
Eden City,5,4,4,0,1,2,1,7,2,8832477,18
Eden City,5,3,3,0,1,2,1,24,4,9866754,18
Eden City,20,4,4,2,1,3,2,2,4,32222796,18
Eden City,7,3,2,2,1,2,1,9,3,12169221,18
Eden City,20,5,4,1,2,3,3,13,3,32056748,18
Eden City,5,4,3,0,0,2,1,29,1,8333244,18
Eden City,7,4,4,1,0,1,1,17,4,12741365,18
Eden City,7,5,5,1,1,3,1,24,4,13838994,18
Eden City,10,5,4,1,1,2,1,12,3,17162974,18
Eden City,15,7,7,2,1,3,2,8,4,25453050,18
Eden City,10,6,5,1,0,3,1,18,4,16215964,18
Eden City,10,6,6,1,1,3,1,7,2,18939971,18
Eden City,10,5,5,1,2,1,1,3,2,17883018,18
Eden City,10,6,6,1,1,2,1,6,2,17151491,18
Eden City,20,4,4,1,2,3,1,8,5,32052298,18
Eden City,5,4,3,0,0,2,1,3,4,9455640,18
Eden City,20,4,4,2,1,2,2,16,2,30068966,18
Eden City,7,5,4,2,2,3,1,16,4,14730743,18
Eden City,10,5,4,2,1,1,1,18,2,18804192,18
Eden City,3,2,2,0,1,1,0,19,1,5651841,18
Eden City,5,3,2,1,0,1,1,4,2,8224999,18
Eden City,20,4,4,1,1,3,1,19,1,31751877,18
Eden City,7,5,4,1,0,1,1,25,2,12301450,18
Eden City,10,3,3,1,1,2,1,25,5,16748624,18
Eden City,5,2,1,0,1,1,1,22,5,8520304,18
Eden City,10,4,4,2,1,2,1,8,2,16475064,18
Eden City,15,7,6,2,1,3,1,15,3,26917802,18
Izmir Town,7,4,4,1,1,3,1,28,3,10859552,26
Izmir Town,5,4,4,1,1,2,1,27,3,8469143,26
Izmir Town,5,2,1,1,1,1,1,18,4,8283818,26
Izmir Town,20,7,6,2,2,3,2,29,5,31900098,26
Izmir Town,5,2,1,1,1,1,1,21,4,7426303,26
Izmir Town,5,2,1,1,0,1,1,14,4,7237157,26
Izmir Town,20,6,5,2,1,3,1,21,5,30665716,26
Izmir Town,7,4,3,2,1,2,1,17,4,11085081,26
Izmir Town,15,6,5,1,1,2,2,15,3,20133390,26
Izmir Town,10,6,6,1,1,3,1,4,1,17061869,26
Izmir Town,20,5,5,2,1,3,2,9,4,26774137,26
Izmir Town,3,3,3,0,0,1,0,9,5,5287233,26
Izmir Town,5,3,2,1,1,2,1,22,2,8027373,26
Izmir Town,10,4,4,1,1,2,1,18,5,14222913,26
Izmir Town,7,4,4,1,1,2,1,17,3,11133243,26
Izmir Town,7,4,4,2,1,3,1,8,1,11321042,26
Izmir Town,10,5,4,1,1,2,1,28,3,16269925,26
Izmir Town,7,3,3,2,1,1,1,23,5,11525064,26
Izmir Town,10,5,4,1,1,3,1,6,4,15668112,26
Izmir Town,15,4,3,1,1,3,2,11,3,20920867,26
Izmir Town,15,5,5,1,2,3,1,16,2,22496604,26
Izmir Town,5,3,3,0,1,2,1,4,4,8677093,26
Izmir Town,5,4,3,1,0,2,1,15,4,8512845,26
Izmir Town,3,3,2,0,0,1,0,2,1,4771190,26
Izmir Town,7,4,3,1,1,2,1,19,5,10193875,26
Izmir Town,5,4,3,0,1,3,1,26,5,8880212,26
Izmir Town,20,7,7,2,2,3,1,13,2,31518407,26
Izmir Town,5,4,3,1,0,1,1,3,4,8698473,26
Izmir Town,20,4,3,1,1,3,1,2,1,24927087,26
Izmir Town,5,2,2,1,1,2,1,26,5,8092218,26
Izmir Town,10,4,4,2,2,3,1,4,1,15203780,26
Izmir Town,5,2,2,1,1,1,1,17,3,7675899,26
Izmir Town,5,2,2,0,0,2,1,29,4,7416253,26
Izmir Town,20,4,4,2,1,3,1,9,5,30077308,26
Izmir Town,10,4,3,1,0,3,1,21,2,13220302,26
Izmir Town,10,6,5,1,2,3,1,17,3,16569088,26
Izmir Town,20,5,5,2,1,3,1,24,2,26831412,26
Izmir Town,10,5,5,1,1,3,1,6,2,14876301,26
Izmir Town,10,4,4,1,1,2,1,5,1,15437609,26
Izmir Town,20,7,7,2,1,3,1,18,5,29998024,26
Izmir Town,10,5,5,2,1,2,1,2,2,16131831,26
Izmir Town,10,3,2,1,1,2,1,23,1,13901475,26
Izmir Town,10,5,4,1,1,3,1,8,2,16068680,26
Izmir Town,5,2,2,0,0,1,1,7,1,7230913,26
Izmir Town,10,6,5,1,0,2,1,29,2,14184652,26
Izmir Town,5,3,3,0,1,1,1,14,3,8249423,26
Audit & Accounts Society,7,3,3,1,2,3,1,11,5,13846782,4
Audit & Accounts Society,15,4,4,2,1,2,2,9,2,28953450,4
Audit & Accounts Society,7,5,5,2,0,2,1,18,3,15107898,4
Audit & Accounts Society,10,4,3,2,1,3,1,10,1,20341050,4
Audit & Accounts Society,10,6,6,2,1,3,1,1,2,19567599,4
Audit & Accounts Society,15,7,7,3,2,3,1,28,3,31978129,4
Audit & Accounts Society,10,4,3,1,1,3,1,9,4,18068061,4
Audit & Accounts Society,10,4,3,1,1,2,1,0,5,20697659,4
Audit & Accounts Society,3,2,2,0,0,1,0,9,4,6046399,4
Audit & Accounts Society,7,4,4,2,1,2,1,3,3,16301651,4
Audit & Accounts Society,7,4,4,1,1,2,1,3,2,13686371,4
Audit & Accounts Society,10,6,6,1,1,3,1,24,4,21507477,4
Audit & Accounts Society,7,3,2,1,1,2,1,16,5,12957308,4
Audit & Accounts Society,10,4,4,2,1,2,1,10,5,21043352,4
Audit & Accounts Society,20,6,6,2,2,3,3,12,3,36713658,4
Audit & Accounts Society,10,5,5,1,1,2,1,15,5,20743360,4
Audit & Accounts Society,7,4,3,1,1,2,1,6,1,13336434,4
Audit & Accounts Society,7,4,3,2,1,2,1,26,4,15219845,4
Audit & Accounts Society,3,3,2,1,0,1,0,9,4,7348435,4
Audit & Accounts Society,7,5,5,2,0,2,1,27,5,15425632,4
Audit & Accounts Society,15,7,6,2,1,2,1,25,5,27728203,4
Audit & Accounts Society,5,4,3,0,1,1,1,10,1,10901310,4
Audit & Accounts Society,10,6,6,2,1,2,1,2,3,21048266,4
Audit & Accounts Society,20,7,7,3,2,3,2,16,4,38599321,4
Audit & Accounts Society,15,5,4,2,1,3,2,11,5,26193929,4
Audit & Accounts Society,5,3,2,0,1,1,1,3,3,10655224,4
Audit & Accounts Society,10,3,3,1,1,3,1,8,2,19784696,4
Audit & Accounts Society,3,3,3,0,0,1,0,22,5,6748037,4
Audit & Accounts Society,10,4,4,1,2,1,1,25,1,20267669,4
Audit & Accounts Society,7,5,5,1,1,2,1,9,1,14246487,4
Audit & Accounts Society,5,3,2,1,1,1,1,25,3,9252558,4
Audit & Accounts Society,10,5,5,1,1,2,1,10,2,19752623,4
Audit & Accounts Society,10,6,6,1,1,3,1,11,3,21412665,4
Audit & Accounts Society,10,5,4,1,2,2,1,25,2,21404458,4
Audit & Accounts Society,5,4,3,1,1,1,1,19,4,11185478,4
Audit & Accounts Society,3,2,2,1,1,1,0,28,3,6324538,4
Audit & Accounts Society,5,2,2,1,0,1,1,28,5,10334479,4
Audit & Accounts Society,10,6,5,2,0,3,1,25,3,18495076,4
Audit & Accounts Society,15,4,3,1,2,3,1,22,2,28523180,4
Audit & Accounts Society,7,5,4,1,0,2,1,5,2,13476382,4
Audit & Accounts Society,5,3,3,1,0,1,1,13,2,9673678,4
Audit & Accounts Society,15,6,6,2,1,3,2,9,1,30563337,4
Audit & Accounts Society,10,5,4,1,2,2,1,14,2,18063890,4
Audit & Accounts Society,10,6,5,2,1,3,1,2,3,20801375,4
Audit & Accounts Society,10,5,5,1,1,2,1,11,4,19951966,4
Audit & Accounts Society,5,4,4,1,0,2,1,1,5,10485300,4
Audit & Accounts Society,10,3,3,2,0,2,1,15,2,17657837,4
Audit & Accounts Society,5,3,3,1,1,1,1,25,5,11359889,4
Audit & Accounts Society,20,6,6,2,1,2,3,15,2,38281585,4
Audit & Accounts Society,10,5,4,2,1,3,1,0,4,21911675,4
Audit & Accounts Society,7,3,2,2,1,1,1,13,3,12881420,4
Audit & Accounts Society,20,6,5,2,2,3,1,3,3,35496228,4
Audit & Accounts Society,5,3,2,0,1,2,1,17,5,10750726,4
Audit & Accounts Society,10,5,4,1,1,2,1,24,4,20805106,4
Audit & Accounts Society,7,4,3,1,0,2,1,28,2,14036691,4
Audit & Accounts Society,5,3,3,1,0,2,1,18,5,10668492,4
Audit & Accounts Society,20,4,3,1,1,3,2,19,1,32279511,4
Audit & Accounts Society,7,3,2,2,0,3,1,11,1,13773660,4
Audit & Accounts Society,3,3,3,0,0,1,0,28,4,5581965,4
Audit & Accounts Society,3,2,2,0,1,1,0,19,4,5669376,4
Architects Engineers Society,10,6,6,1,1,2,1,9,5,23566082,1
Architects Engineers Society,10,6,6,1,1,2,1,12,1,20305645,1
Architects Engineers Society,10,6,6,1,2,3,1,7,2,23448510,1
Architects Engineers Society,7,3,2,1,0,1,1,27,3,13766860,1
Architects Engineers Society,10,4,4,1,0,2,1,13,2,21899552,1
Architects Engineers Society,10,5,4,2,1,3,1,28,2,20491913,1
Architects Engineers Society,5,4,4,0,1,1,1,5,4,12479285,1
Architects Engineers Society,7,4,4,1,1,3,1,19,5,15265041,1
Architects Engineers Society,10,3,2,2,2,2,1,21,1,20279710,1
Architects Engineers Society,3,3,3,1,0,2,0,5,4,8083641,1
Architects Engineers Society,10,3,3,1,0,2,1,18,4,22517258,1
Architects Engineers Society,10,5,5,1,1,2,1,11,1,21846064,1
Architects Engineers Society,10,5,4,2,2,2,1,1,3,24127970,1
Architects Engineers Society,5,4,3,0,0,2,1,5,5,11899873,1
Architects Engineers Society,15,6,6,2,1,3,2,25,4,30381599,1
Architects Engineers Society,3,3,3,0,0,1,0,16,3,6434796,1
Architects Engineers Society,5,2,2,1,1,1,1,28,2,9777004,1
Architects Engineers Society,15,5,4,2,1,2,1,2,1,31195419,1
Architects Engineers Society,7,4,4,2,0,3,1,6,3,15526488,1
Architects Engineers Society,3,2,1,0,0,1,0,27,4,6126578,1
Architects Engineers Society,20,5,4,3,1,3,2,1,5,40603015,1
Architects Engineers Society,15,4,4,2,1,3,2,22,4,32941201,1
Architects Engineers Society,20,4,3,2,1,3,1,29,3,41148478,1
Architects Engineers Society,7,3,2,1,1,2,1,13,2,15799526,1
Architects Engineers Society,5,2,1,1,0,1,1,0,4,10858009,1
Architects Engineers Society,10,4,4,2,1,2,1,16,4,24014221,1
Architects Engineers Society,5,4,3,1,0,2,1,13,3,11014845,1
Architects Engineers Society,20,4,3,2,1,2,3,29,4,40001580,1
Architects Engineers Society,10,5,5,2,1,2,1,13,2,21078297,1
Architects Engineers Society,7,3,2,1,2,3,1,9,1,14410905,1
Architects Engineers Society,5,2,2,1,1,2,1,9,5,10509496,1
Architects Engineers Society,5,3,3,1,0,1,1,6,4,11820453,1
Architects Engineers Society,7,3,2,1,1,2,1,18,3,14041780,1
Architects Engineers Society,3,2,2,0,1,1,0,7,1,6318051,1
Architects Engineers Society,10,4,3,2,1,3,1,4,4,20987050,1
Architects Engineers Society,10,3,3,1,0,2,1,24,5,21276842,1
Architects Engineers Society,10,3,2,1,1,3,1,19,1,20778879,1
Architects Engineers Society,7,4,3,1,1,3,1,15,3,15103106,1
Architects Engineers Society,5,3,3,0,1,1,1,4,2,10497664,1
Architects Engineers Society,20,5,5,2,2,3,1,4,2,38815552,1
Architects Engineers Society,5,4,3,0,1,2,1,1,1,11214582,1
Architects Engineers Society,7,4,3,1,1,2,1,23,1,15365863,1
Punjab Govt Servants Society,10,5,4,2,0,1,1,18,4,22738516,38
Punjab Govt Servants Society,15,4,3,2,1,3,1,16,3,28367859,38
Punjab Govt Servants Society,5,2,1,1,0,2,1,18,2,10964986,38
Punjab Govt Servants Society,5,4,4,0,1,3,1,7,5,11897838,38
Punjab Govt Servants Society,5,4,4,0,0,1,1,22,5,10957690,38
Punjab Govt Servants Society,10,4,3,1,2,3,1,0,2,19633447,38
Punjab Govt Servants Society,20,5,5,3,2,3,3,27,4,44316919,38
Punjab Govt Servants Society,10,6,5,2,1,2,1,23,2,22301153,38
Punjab Govt Servants Society,7,4,3,1,1,2,1,6,1,14273430,38
Punjab Govt Servants Society,3,3,3,0,1,2,0,9,1,7924196,38
Punjab Govt Servants Society,5,2,1,1,0,1,1,28,1,9305487,38
Punjab Govt Servants Society,7,5,5,2,1,2,1,14,5,15734629,38
Punjab Govt Servants Society,5,2,2,0,0,1,1,1,5,10786674,38
Punjab Govt Servants Society,5,3,3,1,1,1,1,1,2,12549563,38
Punjab Govt Servants Society,5,3,3,1,1,2,1,17,4,10765842,38
Punjab Govt Servants Society,5,3,3,1,1,1,1,2,5,11325361,38
Punjab Govt Servants Society,5,3,2,0,1,1,1,25,4,10742617,38
Punjab Govt Servants Society,3,3,2,1,0,1,0,4,4,7705403,38
Punjab Govt Servants Society,20,4,4,2,2,3,1,17,4,43095649,38
Punjab Govt Servants Society,5,3,3,1,1,1,1,17,1,11694726,38
Punjab Govt Servants Society,5,2,2,1,1,1,1,7,1,12009017,38
Punjab Govt Servants Society,5,2,1,1,0,1,1,10,5,10785650,38
Punjab Govt Servants Society,10,3,3,1,1,1,1,6,2,20737270,38
Punjab Govt Servants Society,5,2,1,0,1,1,1,1,3,10598241,38
Punjab Govt Servants Society,10,4,4,2,1,3,1,15,4,23828193,38
Punjab Govt Servants Society,10,4,3,2,2,1,1,0,4,20392951,38
Punjab Govt Servants Society,3,3,2,0,0,1,0,29,2,6205313,38
Punjab Govt Servants Society,5,2,2,0,0,2,1,6,3,11464837,38
Punjab Govt Servants Society,15,4,4,3,1,2,2,3,4,29829159,38
Punjab Govt Servants Society,5,3,2,1,0,1,1,7,1,10212271,38
Punjab Govt Servants Society,10,3,2,2,1,2,1,11,3,20920286,38
Punjab Govt Servants Society,3,3,3,0,0,1,0,2,5,7120186,38
Punjab Govt Servants Society,10,4,3,1,0,2,1,5,2,22564906,38
Punjab Govt Servants Society,5,4,3,1,1,2,1,19,2,12801297,38
Punjab Govt Servants Society,10,4,4,1,1,2,1,15,2,20965584,38
Punjab Govt Servants Society,3,3,2,1,0,1,0,26,5,7025219,38
Punjab Govt Servants Society,5,2,2,1,0,1,1,6,3,10453477,38
Punjab Govt Servants Society,5,3,2,0,1,1,1,13,4,10038784,38
Punjab Govt Servants Society,20,6,6,2,2,2,3,20,4,44789705,38
Punjab Govt Servants Society,5,2,1,1,1,1,1,20,1,11427300,38
Punjab Govt Servants Society,5,2,1,1,0,1,1,28,3,10381320,38
Punjab Govt Servants Society,10,3,2,1,1,3,1,19,4,22236404,38
Punjab Govt Servants Society,10,6,6,1,1,2,1,13,4,22680325,38
Punjab Govt Servants Society,20,5,5,2,1,3,2,9,5,40316693,38
Punjab Govt Servants Society,20,7,7,1,2,3,3,14,1,44409914,38
Punjab Govt Servants Society,7,5,5,1,1,2,1,1,4,15440571,38
